# wx wy wz  dvx dvy dvz  mag  devMax devMin  nfaces  mat  pNy nPar created
49.47579 15.26966 -63.45963  0.101788 0.000000 0.000000  0.101788  0.00 0.00  6  rooms  0.000 1 1
12.53945 0.25792 -54.30906  0.088845 -0.000039 0.045948  0.100024  0.07 0.02  5  rooms  0.000 1 1
12.79626 0.19736 -54.85646  0.058365 -0.060596 0.054096  0.100024  39.94 39.94  5  rooms  0.000 1 1
9.87480 0.00000 -49.37400  0.000000 0.000000 0.000000  0.000000  0.00 0.00  11  rooms  1.000 1 0
9.88284 0.19196 -49.37271  0.008036 -0.012963 0.001289  0.015306  59.67 58.33  6  rooms  0.000 2 1
17.92452 2.02567 -62.93546  0.026447 0.000000 0.016388  0.031113  31.78 31.78  2  rooms::mirUV  0.000 1 1
10.48954 0.20492 -50.42312  0.056973 -0.000001 0.029465  0.064142  0.00 0.00  8  rooms  0.000 1 1
10.46298 -0.05424 -50.43686  0.030417 -0.054236 0.015728  0.064141  57.73 57.73  3  rooms  0.000 1 1
10.46646 -0.00047 -50.51749  0.000264 -0.000466 0.000134  0.000552  57.56 57.51  5  rooms  0.000 1 1
13.45800 0.00905 -60.75957  -0.015429 -0.010952 -0.007404  0.020318  48.37 48.37  2  rooms  0.000 1 1
11.18653 0.02000 -51.91057  0.000000 0.000000 0.000000  0.000000  0.00 0.00  34  rooms  0.000 1 1
-2.46830 0.00074 -60.32037  0.000397 0.000743 0.000000  0.000843  61.87 61.87  2  rooms::mirUV  0.000 1 1
10.48878 -0.00012 -50.56112  0.000067 -0.000116 0.000034  0.000138  57.16 57.08  2  rooms  0.000 1 1
11.25861 -0.04444 -51.94032  0.044255 -0.064435 0.024059  0.081788  51.99 51.99  3  rooms  0.000 1 1
11.26803 -0.04688 -51.98864  0.032448 -0.046885 0.016781  0.059436  52.08 52.08  3  rooms  0.000 1 1
11.89494 0.02000 -53.28046  0.000000 0.000000 0.000000  0.000000  0.00 0.00  34  rooms  0.000 1 1
11.96614 -0.00388 -53.41025  0.003226 -0.003884 0.001667  0.005317  46.93 46.92  5  rooms  0.000 1 1
12.04749 0.20492 -53.44032  0.055144 0.000000 0.028519  0.062082  0.00 0.00  6  rooms  0.000 1 1
12.03016 -0.04519 -53.44928  0.037814 -0.045188 0.019554  0.062082  46.71 46.71  3  rooms  0.000 1 1
38.86153 13.74179 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1
12.04681 0.01304 -53.55957  0.005416 -0.006963 0.004105  0.009730  46.51 46.51  3  rooms  0.000 1 1
12.06858 0.20492 -53.54962  0.027191 0.000000 0.014061  0.030612  0.02 0.00  7  rooms  0.000 1 1
12.76260 0.18611 -54.90767  0.017698 -0.018809 0.016434  0.030611  40.73 40.52  6  rooms  0.000 2 1
17.79393 1.74485 -55.90918  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79393 1.74485 -55.85434  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79393 1.74485 -55.80371  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79393 1.74485 -55.08649  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79393 1.74485 -55.02742  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
24.55290 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1
17.79393 1.74485 -54.96835  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
17.79393 1.74485 -54.90929  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79393 1.74485 -54.40723  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79393 1.74485 -54.35660  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79393 1.74485 -53.51703  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
37.98549 12.25912 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  4  rooms  0.000 1 1
17.79393 1.74485 -53.45796  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
17.79393 1.74485 -52.93059  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.02197 4.74695 -57.33607  0.067471 0.000007 0.112522  0.131200  0.03 0.00  5  rooms::mirUV  0.000 1 1
17.79393 1.74485 -52.77871  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79393 1.74485 -52.01507  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79393 1.74485 -51.96023  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79393 1.74485 -51.27676  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79393 1.74485 -50.58906  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79393 1.74485 -50.49203  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79393 1.74484 -49.85496  -0.104141 -0.000003 0.000004  0.104141  0.04 0.00  4  rooms::mirUV  0.000 1 1
17.87864 1.68156 -54.40723  -0.019436 0.000000 0.000000  0.019436  0.00 0.00  11  rooms::mirUV  0.000 1 1
17.79805 0.25314 -66.40718  -0.100023 0.000000 0.000000  0.100023  0.03 0.00  6  rooms::mirUV  0.000 1 1
25.98222 18.51525 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
17.88011 1.68156 -52.93059  -0.017965 0.000000 0.000000  0.017965  0.00 0.00  10  rooms::mirUV  0.000 1 1
2.53578 3.33419 -60.43277  0.067083 0.000000 0.000000  0.067083  0.00 0.00  6  rooms  0.000 1 1
2.50931 4.80963 -57.90794  0.040612 0.000000 0.000000  0.040612  0.00 0.00  6  rooms  0.000 1 1
17.80393 1.68156 -52.87152  -0.094141 0.000000 0.000000  0.094141  0.00 0.00  7  rooms::mirUV  0.000 1 1
17.85952 15.33294 -73.89375  -0.038553 0.000000 0.000000  0.038553  0.00 0.00  9  rooms::mirUV  0.000 1 1
17.89688 1.68156 -52.77871  -0.001200 0.000000 0.000000  0.001200  0.00 0.00  8  rooms::mirUV  0.000 1 1
17.87746 1.68156 -51.40754  -0.020613 0.000000 0.000000  0.020613  0.00 0.00  9  rooms::mirUV  0.000 1 1
17.82982 1.68156 -49.85497  -0.068258 0.000000 0.000000  0.068258  0.00 0.00  7  rooms::mirUV  0.000 1 1
-4.93788 0.02029 -50.39445  -0.000483 0.000289 0.000050  0.000565  31.26 31.26  2  rooms  0.000 1 1
17.86805 1.68156 -49.80012  -0.030024 0.000000 0.000000  0.030024  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.86099 0.30738 -55.80371  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  8  rooms::mirUV  0.000 1 1
17.82923 0.30738 -54.35660  -0.068848 0.000000 0.000000  0.068848  0.00 0.00  8  rooms::mirUV  0.000 1 1
17.79805 0.25314 -57.40692  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.86099 6.30977 -60.30234  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  8  rooms::mirUV  0.000 1 1
17.86099 0.30738 -54.30176  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.80511 0.30738 -52.83778  -0.092964 0.000000 0.000000  0.092964  0.00 0.00  7  rooms::mirUV  0.000 1 1
44.93233 -0.05855 -75.93871  0.000000 -0.058553 -0.026184  0.064141  65.91 65.91  3  rooms  0.000 1 1
17.86099 0.30738 -51.40754  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  11  rooms::mirUV  0.000 1 1
17.81276 0.30738 -51.34426  -0.085318 0.000000 0.000000  0.085318  0.00 0.00  5  rooms::mirUV  0.000 1 1
1.92626 4.68185 -61.49246  0.000000 0.000000 -0.071201  0.071201  0.00 0.00  4  rooms  0.000 1 1
17.86099 0.30738 -51.27676  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  7  rooms::mirUV  0.000 1 1
17.86746 0.20793 -56.38593  -0.030611 0.000000 0.000000  0.030611  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79805 0.25314 -55.90918  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.83599 18.20787 -71.46995  -0.062082 0.000000 0.000000  0.062082  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79805 0.25314 -55.80371  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79805 0.25314 -55.04008  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  6  rooms::mirUV  0.000 1 1
17.79805 0.25314 -54.97679  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79805 0.25314 -54.40723  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  5  rooms::mirUV  0.000 1 1
44.45589 0.00492 -71.76588  0.000000 0.004915 0.000000  0.004915  0.00 0.00  4  floor::mirUV  1.000 1 1
17.79805 0.25314 -54.35661  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  4  rooms::mirUV  0.000 1 1
10.30267 0.25796 -59.28754  -0.044527 0.000000 -0.089565  0.100023  0.02 0.00  5  rooms  0.000 1 1
2.50578 1.81054 -61.08779  0.037083 0.000000 0.000000  0.037083  0.00 0.00  6  rooms  0.000 1 1
17.79805 0.25314 -53.50437  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79805 0.25314 -53.41155  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79805 0.25314 -52.93059  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  6  rooms::mirUV  0.000 1 1
17.79805 0.25314 -52.87152  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79805 0.25314 -52.06570  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79805 0.25314 -51.27676  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.79805 0.25314 -50.51734  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  6  rooms::mirUV  0.000 1 1
17.79805 0.25314 -50.45406  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.89787 15.35209 -75.96358  -0.030937 0.082438 -0.051064  0.101788  59.90 59.89  6  rooms  0.000 1 1
17.79805 0.25314 -50.38655  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.79805 0.25318 -49.90559  -0.100023 0.000040 0.000004  0.100023  0.02 0.00  5  rooms::mirUV  0.000 1 1
17.79805 0.25314 -49.85497  -0.100023 0.000000 0.000000  0.100023  0.03 0.00  6  rooms::mirUV  0.000 1 1
17.79629 15.26966 -73.09003  -0.101788 0.000000 0.000000  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.84806 0.25314 -49.80012  -0.050011 0.000000 0.000000  0.050011  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.86746 0.20793 -55.04008  -0.030611 0.000000 0.000000  0.030611  0.00 0.00  9  rooms::mirUV  0.000 1 1
17.89808 0.00000 -54.97679  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1
17.86746 0.20793 -53.56344  -0.030611 0.000000 0.000000  0.030611  0.00 0.00  11  rooms::mirUV  0.000 1 1
17.79805 18.26211 -71.56488  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  5  rooms::mirUV  0.000 1 1
17.89808 0.00000 -53.50437  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms::mirUV  0.000 1 1
49.43814 18.20787 -74.44823  0.064140 0.000000 0.000000  0.064140  0.00 0.00  6  rooms  0.000 1 1
17.89808 0.00000 -53.41156  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.86746 0.20793 -52.06571  -0.030611 0.000000 0.000000  0.030611  0.00 0.00  10  rooms::mirUV  0.000 1 1
17.89808 0.00000 -52.06570  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1
49.37024 0.00488 -57.60735  -0.003761 0.004883 0.000000  0.006164  52.39 52.39  2  rooms  0.000 1 1
17.89808 0.00000 -51.96867  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.86746 0.20793 -51.90960  -0.030611 0.000000 0.000000  0.030611  0.00 0.00  6  rooms::mirUV  0.000 1 1
45.62778 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
17.89808 0.00000 -50.45406  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
17.83393 0.20793 -50.45406  -0.064142 0.000000 0.000000  0.064142  0.00 0.00  8  rooms::mirUV  0.000 1 1
31.37678 -0.04579 -75.95042  0.000000 -0.045789 -0.037895  0.059436  50.39 50.39  3  rooms  0.000 1 1
17.86746 0.20793 -50.38655  -0.030611 0.000000 0.000000  0.030611  0.00 0.00  5  rooms::mirUV  0.000 1 1
14.03320 0.00000 -55.69669  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1
12.02738 0.00000 -53.53658  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1
49.37373 0.00037 -58.15322  -0.000275 0.000367 0.000000  0.000458  53.20 53.20  2  rooms  0.000 1 1
11.30985 0.00000 -52.14906  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1
10.59233 0.00000 -50.76153  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1
49.47402 18.26210 -73.80032  0.100025 -0.000008 0.000000  0.100025  0.00 0.00  5  rooms  0.000 1 1
12.74491 0.00000 -54.92411  0.000000 0.000000 0.000000  0.000000  0.00 0.00  13  floor::mirUV  1.000 1 0
10.93751 0.00139 -54.11607  0.000000 0.001386 0.000000  0.001386  0.00 0.00  6  floor::mirUV  1.000 1 1
-8.24402 0.00133 -56.16212  0.000000 0.001328 0.000797  0.001549  59.03 59.03  2  rooms  0.000 1 1
10.24727 0.00962 -55.13940  0.000000 0.009621 0.000000  0.009621  0.00 0.00  6  floor::mirUV  1.000 1 1
17.82982 18.30731 -73.85577  -0.068258 0.000000 0.000000  0.068258  0.00 0.00  4  rooms::mirUV  0.000 1 1
9.13012 0.01315 -53.30804  0.000000 0.013151 0.000000  0.013151  0.00 0.00  6  floor::mirUV  1.000 1 1
23.77340 -0.00884 -49.36993  0.000000 -0.008840 0.004066  0.009730  65.30 65.30  2  rooms::mirUV  0.000 1 1
23.73161 0.00938 -49.37831  0.000000 0.009384 -0.004307  0.010325  65.35 65.35  2  rooms::mirUV  0.000 1 1
38.10844 6.25613 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1
22.29796 -0.01083 -49.36934  0.000000 -0.010830 0.004658  0.011789  66.73 66.73  2  rooms::mirUV  0.000 1 1
22.25618 -0.00941 -49.36996  0.000000 -0.009406 0.004036  0.010235  66.78 66.78  2  rooms::mirUV  0.000 1 1
20.77786 0.00332 -49.37533  0.000000 0.003320 -0.001331  0.003577  68.15 68.15  2  rooms::mirUV  0.000 1 1
24.56058 0.00000 -49.37400  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
21.58762 0.00074 -49.37431  0.000000 0.000745 -0.000309  0.000806  67.47 67.47  2  rooms::mirUV  0.000 1 1
20.08625 0.00938 -49.37764  0.000000 0.009378 -0.003639  0.010059  68.79 68.79  2  rooms::mirUV  0.000 1 1
24.89870 0.00152 -49.37474  0.000000 0.001520 -0.000736  0.001689  64.15 64.15  2  rooms::mirUV  0.000 1 1
23.43912 0.00147 -49.37467  0.000000 0.001472 -0.000668  0.001616  65.60 65.60  2  rooms::mirUV  0.000 1 1
21.96368 0.00257 -49.37509  0.000000 0.002572 -0.001091  0.002794  67.01 67.01  2  rooms::mirUV  0.000 1 1
24.26473 0.00063 -49.37430  0.000000 0.000631 -0.000298  0.000697  64.75 64.75  2  rooms::mirUV  0.000 1 1
38.10844 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  4  rooms  0.000 1 1
12.01458 -0.00384 -60.03102  -0.001639 -0.003836 -0.003300  0.005319  46.17 46.15  2  rooms  0.000 1 1
24.22246 0.00063 -49.37430  0.000000 0.000631 -0.000298  0.000698  64.75 64.75  2  rooms::mirUV  0.000 1 1
22.77056 0.00083 -49.37437  0.000000 0.000834 -0.000366  0.000911  66.29 66.29  2  rooms::mirUV  0.000 1 1
21.29513 0.00083 -49.37434  0.000000 0.000834 -0.000343  0.000902  67.63 67.63  2  rooms::mirUV  0.000 1 1
39.49166 10.74933 -76.04372  0.000000 0.000000 -0.131203  0.131203  0.00 0.00  5  rooms  0.000 1 1
21.25334 0.00042 -49.37418  0.000000 0.000425 -0.000175  0.000459  67.54 67.54  2  rooms::mirUV  0.000 1 1
19.78367 0.00000 -49.37400  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
19.74045 0.00000 -49.37400  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
25.11003 0.00317 -49.37555  0.000000 0.003167 -0.001549  0.003526  63.94 63.94  2  rooms::mirUV  0.000 1 1
49.37400 0.00000 -55.66848  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
49.40462 18.20787 -56.51400  0.030613 0.000000 0.000000  0.030613  0.00 0.00  6  rooms  0.000 1 1
23.60626 0.00267 -49.37522  0.000000 0.002672 -0.001221  0.002938  65.45 65.45  2  rooms::mirUV  0.000 1 1
22.13082 -0.00230 -49.37302  0.000000 -0.002300 0.000980  0.002500  66.91 66.91  2  rooms::mirUV  0.000 1 1
20.64819 0.00982 -49.37791  0.000000 0.009821 -0.003910  0.010570  68.29 68.29  2  rooms::mirUV  0.000 1 1
22.93770 0.00077 -49.37434  0.000000 0.000772 -0.000343  0.000845  66.02 66.02  2  rooms::mirUV  0.000 1 1
21.46227 0.00134 -49.37456  0.000000 0.001343 -0.000557  0.001454  67.47 67.47  2  rooms::mirUV  0.000 1 1
21.42048 0.00075 -49.37431  0.000000 0.000747 -0.000309  0.000808  67.52 67.52  2  rooms::mirUV  0.000 1 1
34.97315 6.31037 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  6  rooms  0.000 1 1
19.95657 0.01041 -49.37801  0.000000 0.010406 -0.004013  0.011153  68.91 68.91  2  rooms::mirUV  0.000 1 1
49.42432 9.20338 -73.02283  0.050320 0.000000 0.000000  0.050320  0.00 0.00  5  rooms  0.000 1 1
24.77191 0.00000 -49.37400  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
2.34334 -0.01038 -55.35929  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  6  floor::mirUV  1.000 1 1
24.72964 0.00139 -49.37467  0.000000 0.001388 -0.000668  0.001540  64.31 64.31  2  rooms::mirUV  0.000 1 1
23.23019 0.00536 -49.37640  0.000000 0.005361 -0.002403  0.005875  65.85 65.85  2  rooms::mirUV  0.000 1 1
49.36652 0.01125 -60.56994  -0.007477 0.011248 0.000000  0.013507  56.39 56.39  2  rooms  0.000 1 1
21.75476 0.00000 -49.37400  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
20.30238 0.00929 -49.37764  0.000000 0.009289 -0.003639  0.009976  68.60 68.60  2  rooms::mirUV  0.000 1 1
24.09567 0.00057 -49.37426  0.000000 0.000565 -0.000263  0.000623  65.02 65.02  2  rooms::mirUV  0.000 1 1
22.56164 0.00022 -49.37410  0.000000 0.000218 -0.000095  0.000238  66.41 66.41  2  rooms::mirUV  0.000 1 1
21.08620 0.00046 -49.37419  0.000000 0.000459 -0.000187  0.000496  67.85 67.85  2  rooms::mirUV  0.000 1 1
19.61077 0.00038 -49.37415  0.000000 0.000378 -0.000145  0.000405  69.01 69.01  2  rooms::mirUV  0.000 1 1
25.19456 0.00306 -49.37550  0.000000 0.003056 -0.001495  0.003402  63.92 63.92  2  rooms::mirUV  0.000 1 1
25.15229 0.00316 -49.37555  0.000000 0.003163 -0.001549  0.003522  63.91 63.91  2  rooms::mirUV  0.000 1 1
23.68983 0.00517 -49.37637  0.000000 0.005171 -0.002369  0.005688  65.39 65.39  2  rooms::mirUV  0.000 1 1
49.37377 0.00052 -68.38377  -0.000229 0.000515 0.000000  0.000564  66.05 66.05  5  rooms  0.000 1 1
23.64804 0.00267 -49.37522  0.000000 0.002671 -0.001221  0.002937  65.44 65.44  2  rooms::mirUV  0.000 1 1
20.73464 0.01202 -49.37881  0.000000 0.012023 -0.004807  0.012948  68.21 68.21  2  rooms::mirUV  0.000 1 1
24.51832 0.00000 -49.37400  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
33.52845 6.25613 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  6  rooms  0.000 1 1
21.50405 0.00073 -49.37431  0.000000 0.000734 -0.000305  0.000795  67.44 67.44  2  rooms::mirUV  0.000 1 1
23.92276 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1
49.44520 10.67701 -69.45930  0.071201 0.000000 0.000000  0.071201  0.00 0.00  5  rooms  0.000 1 1
20.04303 0.00875 -49.37739  0.000000 0.008749 -0.003387  0.009382  68.83 68.83  2  rooms::mirUV  0.000 1 1
24.81417 0.00000 -49.37400  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
23.35555 0.00200 -49.37490  0.000000 0.002003 -0.000904  0.002198  65.71 65.71  2  rooms::mirUV  0.000 1 1
20.38883 0.00820 -49.37723  0.000000 0.008202 -0.003227  0.008814  68.52 68.52  2  rooms::mirUV  0.000 1 1
24.13793 0.00063 -49.37430  0.000000 0.000631 -0.000298  0.000698  64.77 64.77  2  rooms::mirUV  0.000 1 1
22.64521 0.00088 -49.37438  0.000000 0.000876 -0.000381  0.000955  66.46 66.46  2  rooms::mirUV  0.000 1 1
41.81240 9.20338 -75.97725  0.000000 0.000000 -0.064728  0.064728  0.00 0.00  6  rooms  0.000 1 1
21.16977 0.00044 -49.37418  0.000000 0.000438 -0.000179  0.000474  67.76 67.76  2  rooms::mirUV  0.000 1 1
22.04725 0.00370 -49.37557  0.000000 0.003699 -0.001572  0.004019  66.98 66.98  2  rooms::mirUV  0.000 1 1
17.85952 9.32995 -72.54578  -0.038553 0.000000 0.000000  0.038553  0.00 0.00  8  rooms::mirUV  0.000 1 1
49.47579 15.26966 -72.49153  0.101788 0.000000 0.000008  0.101788  0.00 0.00  6  rooms  0.000 1 1
22.00547 0.00364 -49.37555  0.000000 0.003645 -0.001549  0.003960  66.98 66.98  2  rooms::mirUV  0.000 1 1
20.56173 0.00927 -49.37768  0.000000 0.009273 -0.003677  0.009976  68.37 68.37  2  rooms::mirUV  0.000 1 1
20.51851 0.00928 -49.37767  0.000000 0.009276 -0.003674  0.009977  68.39 68.39  2  rooms::mirUV  0.000 1 1
21.37870 0.00078 -49.37432  0.000000 0.000780 -0.000320  0.000843  67.67 67.67  2  rooms::mirUV  0.000 1 1
19.87012 0.00000 -49.37400  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
24.64511 0.00068 -49.37433  0.000000 0.000683 -0.000328  0.000757  64.33 64.33  2  rooms::mirUV  0.000 1 1
14.82392 0.25796 -61.53526  -0.044527 0.000000 -0.089565  0.100023  0.03 0.00  6  rooms  0.000 1 1
21.71297 0.00000 -49.37400  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
7.93348 1.74549 -55.85602  -0.088907 0.000041 -0.054230  0.104141  0.02 0.00  6  rooms::mirUV  0.000 1 1
20.17270 0.00954 -49.37772  0.000000 0.009538 -0.003716  0.010236  68.72 68.72  2  rooms::mirUV  0.000 1 1
49.40461 12.20488 -65.55887  0.030613 0.000000 0.000000  0.030613  0.00 0.00  6  rooms  0.000 1 1
25.32134 0.01761 -49.37282  -0.000008 -0.002394 0.001183  0.002670  63.72 63.72  2  rooms::mirUV  0.000 1 1
24.09930 0.02911 -49.37826  0.000341 0.009106 -0.004261  0.010059  64.94 64.94  2  rooms::mirUV  0.000 1 1
23.81478 0.01118 -49.36992  -0.000401 -0.008825 0.004078  0.009730  65.22 65.22  2  rooms::mirUV  0.000 1 1
22.41104 -0.04729 -49.34483  -0.005554 -0.067290 0.029175  0.073552  66.63 66.63  2  rooms::mirUV  0.000 1 1
21.13288 0.03421 -49.37981  0.001637 0.014206 -0.005806  0.015434  67.90 67.90  2  rooms::mirUV  0.000 1 1
20.86824 0.00372 -49.36743  -0.001982 -0.016283 0.006573  0.017671  68.16 68.16  2  rooms::mirUV  0.000 1 1
19.47817 0.00119 -49.36689  -0.002920 -0.018808 0.007107  0.020317  69.53 69.53  2  rooms::mirUV  0.000 1 1
19.36482 -0.03504 -49.35331  -0.008686 -0.055036 0.020695  0.059436  69.62 69.62  2  rooms::mirUV  0.000 1 1
25.41352 -0.05326 -49.33764  -0.000046 -0.073263 0.036358  0.081789  63.61 63.61  3  rooms::mirUV  0.000 1 1
25.32135 -0.00240 -49.37282  0.000000 -0.002396 0.001183  0.002672  63.73 63.73  3  rooms::mirUV  0.000 1 1
