# wx wy wz  dvx dvy dvz  mag  devMax devMin  nfaces  mat  pNy nPar created weld
29.91671 0.20793 -75.97460  0.000000 0.000000 -0.062080  0.062080  0.00 0.00  6  rooms  0.000 1 1 0
29.88598 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1 0
28.47202 0.20793 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  8  rooms  0.000 1 1 0
28.41054 0.20793 -75.98608  0.000000 0.000000 -0.073555  0.073555  0.00 0.00  7  rooms  0.000 1 1 0
28.34907 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1 0
28.34907 0.20793 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  6  rooms  0.000 1 1 0
26.87363 0.20793 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  4  rooms  0.000 1 1 0
26.87363 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1 0
25.47504 0.20793 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  10  rooms  0.000 1 1 0
31.66879 0.01547 -72.59521  0.000000 0.015466 0.000000  0.015466  0.00 0.00  7  floor::mirUV  1.000 1 1 0
31.66879 0.00256 -69.27789  0.000000 0.002563 0.000000  0.002563  0.00 0.00  6  floor::mirUV  1.000 1 1 0
31.66879 0.00784 -67.61923  0.000000 0.007838 0.000000  0.007838  0.00 0.00  7  floor::mirUV  1.000 1 1 0
29.70155 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1 0
28.71792 0.02021 -75.08320  0.000000 0.020210 0.000000  0.020210  0.00 0.00  4  floor::mirUV  1.000 1 1 0
22.98525 1.68156 -75.93195  0.000000 0.000000 -0.019432  0.019432  0.00 0.00  7  rooms  0.000 1 1 0
29.70155 0.00550 -72.59521  0.000000 0.005504 0.000000  0.005504  0.00 0.00  8  floor::mirUV  1.000 1 1 0
29.70155 0.00256 -69.27789  0.000000 0.002563 0.000000  0.002563  0.00 0.00  7  floor::mirUV  1.000 1 1 0
29.70155 0.01903 -67.61923  0.000000 0.019033 0.000000  0.019033  0.00 0.00  8  floor::mirUV  1.000 1 1 0
28.71792 -0.00038 -66.78991  0.000000 -0.000379 0.000000  0.000379  0.00 0.00  4  floor::mirUV  1.000 1 1 0
27.73430 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  floor::mirUV  1.000 1 1 0
25.76706 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1 0
27.73430 0.00139 -74.25386  0.000000 0.001386 0.000000  0.001386  0.00 0.00  6  floor::mirUV  1.000 1 1 0
27.73430 0.02030 -72.59521  0.000000 0.020298 0.000000  0.020298  0.00 0.00  6  floor::mirUV  1.000 1 1 0
26.75068 0.00757 -70.10722  0.000000 0.007569 0.000000  0.007569  0.00 0.00  4  floor::mirUV  1.000 1 1 0
26.75068 -0.00038 -66.78990  0.000000 -0.000379 0.000000  0.000379  0.00 0.00  4  floor::mirUV  1.000 1 1 0
35.92603 1.80813 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  9  rooms  0.000 1 1 0
34.48134 1.80813 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  8  rooms  0.000 1 1 0
41.09005 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
39.58388 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
38.95375 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
38.10844 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
37.27851 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
36.54080 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
35.92604 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
35.03463 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
24.55290 0.30738 -76.00549  0.000000 0.000000 -0.092964  0.092964  0.00 0.00  7  rooms  0.000 1 1 0
34.48134 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
34.29691 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
40.98247 1.68156 -75.93195  0.000000 0.000000 -0.019432  0.019432  0.00 0.00  7  rooms  0.000 1 1 0
39.58388 1.68156 -75.94254  0.000000 0.000000 -0.030022  0.030022  0.00 0.00  9  rooms  0.000 1 1 0
37.98550 1.68156 -75.93314  0.000000 0.000000 -0.020615  0.020615  0.00 0.00  5  rooms  0.000 1 1 0
36.54080 1.68156 -76.00549  0.000000 0.000000 -0.092964  0.092964  0.00 0.00  4  rooms  0.000 1 1 0
36.51006 1.68156 -76.00666  0.000000 0.000000 -0.094139  0.094139  0.00 0.00  6  rooms  0.000 1 1 0
36.44859 1.68156 -75.93049  0.000000 0.000000 -0.017967  0.017967  0.00 0.00  6  rooms  0.000 1 1 0
35.08073 1.68156 -75.93843  0.000000 0.000000 -0.025909  0.025909  0.00 0.00  11  rooms  0.000 1 1 0
40.98247 0.30738 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  4  rooms  0.000 1 1 0
39.47630 0.30738 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  7  rooms  0.000 1 1 0
38.10845 0.30738 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  9  rooms  0.000 1 1 0
37.98549 0.30738 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  6  rooms  0.000 1 1 0
36.54080 0.30738 -76.00549  0.000000 0.000000 -0.092964  0.092964  0.00 0.00  7  rooms  0.000 1 1 0
36.44859 0.30738 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  5  rooms  0.000 1 1 0
35.08073 0.30738 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  9  rooms  0.000 1 1 0
35.03463 0.30738 -75.98137  0.000000 0.000000 -0.068848  0.068848  0.00 0.00  8  rooms  0.000 1 1 0
33.58993 0.30738 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  10  rooms  0.000 1 1 0
41.09005 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1 0
40.47529 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1 0
40.41381 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  4  rooms  0.000 1 1 0
39.58388 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  4  rooms  0.000 1 1 0
39.47630 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1 0
38.99986 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  6  rooms  0.000 1 1 0
38.10845 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1 0
37.38610 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1 0
36.60228 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  6  rooms  0.000 1 1 0
36.44859 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  6  rooms  0.000 1 1 0
35.87993 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  6  rooms  0.000 1 1 0
35.81845 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1 0
35.08073 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1 0
35.03463 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  4  rooms  0.000 1 1 0
34.97315 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1 0
34.40449 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  4  rooms  0.000 1 1 0
34.34302 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  6  rooms  0.000 1 1 0
40.47529 0.20793 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  8  rooms  0.000 1 1 0
40.47529 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1 0
40.41381 0.20793 -75.98608  0.000000 0.000000 -0.073555  0.073555  0.00 0.00  7  rooms  0.000 1 1 0
40.41381 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1 0
40.35234 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1 0
38.99986 0.20793 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  8  rooms  0.000 1 1 0
38.93838 0.20793 -75.97666  0.000000 0.000000 -0.064140  0.064140  0.00 0.00  7  rooms  0.000 1 1 0
38.86153 0.20793 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  6  rooms  0.000 1 1 0
37.41684 0.20793 -75.99431  0.000000 0.000000 -0.081787  0.081787  0.00 0.00  7  rooms  0.000 1 1 0
37.41684 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1 0
37.38610 0.20793 -75.97195  0.000000 0.000000 -0.059433  0.059433  0.00 0.00  6  rooms  0.000 1 1 0
37.32462 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1 0
37.32462 0.20793 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  7  rooms  0.000 1 1 0
35.97214 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1 0
35.91066 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1 0
35.91066 0.20793 -75.97460  0.000000 0.000000 -0.062080  0.062080  0.00 0.00  7  rooms  0.000 1 1 0
35.87993 0.20793 -75.98578  0.000000 0.000000 -0.073257  0.073257  0.00 0.00  4  rooms  0.000 1 1 0
35.81845 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1 0
34.40450 0.20793 -75.98608  0.000000 0.000000 -0.073555  0.073555  0.00 0.00  7  rooms  0.000 1 1 0
34.34302 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1 0
34.34302 0.20793 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  6  rooms  0.000 1 1 0
40.52140 0.00492 -71.76588  0.000000 0.004915 0.000000  0.004915  0.00 0.00  4  floor::mirUV  1.000 1 1 0
39.53777 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  floor::mirUV  1.000 1 1 0
39.53777 0.01080 -74.25386  0.000000 0.010798 0.000000  0.010798  0.00 0.00  5  floor::mirUV  1.000 1 1 0
39.53462 0.01429 -70.93143  -0.003155 0.014294 0.005112  0.015505  22.79 22.79  7  floor::mirUV  1.000 1 1 0
39.53719 0.00241 -69.27722  -0.000580 0.002405 0.000671  0.002564  20.25 20.25  6  floor::mirUV  1.000 1 1 0
38.55078 0.01466 -68.44479  -0.003372 0.014656 0.003769  0.015504  19.04 19.04  4  floor::mirUV  1.000 1 1 0
36.58691 0.00931 -75.08320  0.000000 0.009315 0.000000  0.009315  0.00 0.00  4  floor::mirUV  1.000 1 1 0
36.58509 0.01054 -70.10320  -0.001820 0.010543 0.004021  0.011429  22.71 22.71  4  floor::mirUV  1.000 1 1 0
37.56681 0.01703 -67.61523  -0.003719 0.017029 0.003998  0.017883  17.78 17.78  8  floor::mirUV  1.000 1 1 0
36.58733 -0.00206 -66.79034  0.000423 -0.002056 -0.000435  0.002144  16.45 16.45  4  floor::mirUV  1.000 1 1 0
34.61966 0.02256 -75.08320  0.000000 0.022563 0.000000  0.022563  0.00 0.00  4  floor::mirUV  1.000 1 1 0
33.63604 0.00000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1 0
33.63604 0.00139 -74.25387  0.000000 0.001386 0.000000  0.001386  0.00 0.00  6  floor::mirUV  1.000 1 1 0
34.61966 0.00492 -71.76588  0.000000 0.004915 0.000000  0.004915  0.00 0.00  4  floor::mirUV  1.000 1 1 0
35.60328 0.00021 -70.93655  0.000000 0.000210 0.000000  0.000210  0.00 0.00  8  floor::mirUV  1.000 1 1 0
34.61966 0.00727 -66.78991  0.000000 0.007268 0.000000  0.007268  0.00 0.00  4  floor::mirUV  1.000 1 1 0
49.37400 0.00000 -68.38377  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1 0
49.37400 0.00000 -68.44856  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1 0
49.37400 0.00000 -68.51335  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1 0
49.37400 0.00000 -69.91285  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1 0
49.37400 0.00000 -70.00356  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1 0
49.37400 0.00000 -71.50671  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1 0
49.37400 0.00000 -71.55855  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1 0
49.37400 0.00000 -72.90620  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1 0
49.37400 0.00000 -72.97099  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1 0
49.37400 0.00000 -74.51303  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1 0
49.40461 0.20793 -67.03611  0.030613 0.000000 0.000000  0.030613  0.00 0.00  6  rooms  0.000 1 1 0
49.45579 0.20793 -69.96468  0.081787 0.000000 0.000000  0.081787  0.00 0.00  7  rooms  0.000 1 1 0
49.43344 0.20793 -70.00356  0.059437 0.000000 0.000000  0.059437  0.00 0.00  6  rooms  0.000 1 1 0
49.40461 0.20793 -71.41601  0.030613 0.000000 0.000000  0.030613  0.00 0.00  9  rooms  0.000 1 1 0
49.44726 0.20793 -71.50671  0.073257 0.000000 0.000000  0.073257  0.00 0.00  5  rooms  0.000 1 1 0
49.40461 0.20793 -71.55855  0.030613 0.000000 0.000000  0.030613  0.00 0.00  7  rooms  0.000 1 1 0
49.40461 0.20793 -72.90620  0.030613 0.000000 0.000000  0.030613  0.00 0.00  8  rooms  0.000 1 1 0
49.44756 0.20793 -72.97099  0.073555 0.000000 0.000000  0.073555  0.00 0.00  7  rooms  0.000 1 1 0
49.40461 0.20793 -73.03579  0.030613 0.000000 0.000000  0.030613  0.00 0.00  6  rooms  0.000 1 1 0
49.40461 0.20793 -74.38345  0.030613 0.000000 0.000000  0.030613  0.00 0.00  8  rooms  0.000 1 1 0
49.43814 0.20793 -74.44823  0.064140 0.000000 0.000000  0.064140  0.00 0.00  7  rooms  0.000 1 1 0
49.40461 0.20793 -74.51303  0.030613 0.000000 0.000000  0.030613  0.00 0.00  5  rooms  0.000 1 1 0
49.47403 0.25314 -66.90653  0.100025 0.000000 0.000000  0.100025  0.00 0.00  5  rooms  0.000 1 1 0
49.47403 0.25314 -66.97132  0.100025 0.000000 0.000000  0.100025  0.00 0.00  4  rooms  0.000 1 1 0
49.47403 0.25314 -67.85249  0.100025 0.000000 0.000000  0.100025  0.00 0.00  6  rooms  0.000 1 1 0
49.47403 0.25314 -68.38377  0.100025 0.000000 0.000000  0.100025  0.00 0.00  6  rooms  0.000 1 1 0
49.47403 0.25314 -68.51335  0.100025 0.000000 0.000000  0.100025  0.00 0.00  6  rooms  0.000 1 1 0
49.47403 0.25314 -69.34268  0.100025 0.000000 0.000000  0.100025  0.00 0.00  6  rooms  0.000 1 1 0
49.47403 0.25314 -69.40747  0.100025 0.000000 0.000000  0.100025  0.00 0.00  4  rooms  0.000 1 1 0
49.47403 0.25314 -69.91285  0.100025 0.000000 0.000000  0.100025  0.00 0.00  6  rooms  0.000 1 1 0
49.47403 0.25314 -70.78105  0.100025 0.000000 0.000000  0.100025  0.00 0.00  6  rooms  0.000 1 1 0
49.47403 0.25314 -70.87176  0.100025 0.000000 0.000000  0.100025  0.00 0.00  4  rooms  0.000 1 1 0
49.47403 0.25314 -70.93655  0.100025 0.000000 0.000000  0.100025  0.00 0.00  5  rooms  0.000 1 1 0
49.47403 0.25314 -71.46783  0.100025 0.000000 0.000000  0.100025  0.00 0.00  6  rooms  0.000 1 1 0
49.47403 0.25314 -71.55855  0.100025 0.000000 0.000000  0.100025  0.00 0.00  5  rooms  0.000 1 1 0
49.47403 0.25314 -73.85216  0.100025 0.000000 0.000000  0.100025  0.00 0.00  6  rooms  0.000 1 1 0
49.47403 0.25314 -74.38345  0.100025 0.000000 0.000000  0.100025  0.00 0.00  6  rooms  0.000 1 1 0
49.47403 0.25314 -75.40715  0.100025 0.000000 0.000000  0.100025  0.00 0.00  5  rooms  0.000 1 1 0
49.44285 0.30738 -66.34933  0.068848 0.000000 0.000000  0.068848  0.00 0.00  8  rooms  0.000 1 1 0
49.41108 0.30738 -66.40116  0.037083 0.000000 0.000000  0.037083  0.00 0.00  4  rooms  0.000 1 1 0
49.44226 0.30738 -67.85249  0.068260 0.000000 0.000000  0.068260  0.00 0.00  4  rooms  0.000 1 1 0
49.41108 0.30738 -67.90431  0.037083 0.000000 0.000000  0.037083  0.00 0.00  8  rooms  0.000 1 1 0
49.41108 0.30738 -70.78105  0.037083 0.000000 0.000000  0.037083  0.00 0.00  8  rooms  0.000 1 1 0
49.44285 0.30738 -72.34900  0.068848 0.000000 0.000000  0.068848  0.00 0.00  8  rooms  0.000 1 1 0
49.41108 0.30738 -73.80032  0.037083 0.000000 0.000000  0.037083  0.00 0.00  10  rooms  0.000 1 1 0
49.44285 1.68156 -66.34933  0.068848 0.000000 0.000000  0.068848  0.00 0.00  6  rooms  0.000 1 1 0
49.44226 1.68156 -67.85248  0.068260 0.000000 0.000000  0.068260  0.00 0.00  8  rooms  0.000 1 1 0
49.39667 1.68156 -67.90431  0.022671 0.000000 0.000000  0.022671  0.00 0.00  4  rooms  0.000 1 1 0
49.39138 1.68156 -69.27789  0.017376 0.000000 0.000000  0.017376  0.00 0.00  11  rooms  0.000 1 1 0
49.45932 1.68156 -69.34268  0.085320 0.000000 0.000000  0.085320  0.00 0.00  6  rooms  0.000 1 1 0
49.39991 1.68156 -72.29716  0.025906 0.000000 0.000000  0.025906  0.00 0.00  11  rooms  0.000 1 1 0
49.44285 1.68156 -72.34900  0.068848 0.000000 0.000000  0.068848  0.00 0.00  5  rooms  0.000 1 1 0
49.39344 1.68156 -72.41379  0.019436 0.000000 0.000000  0.019436  0.00 0.00  7  rooms  0.000 1 1 0
49.39667 1.68156 -73.90399  0.022671 0.000000 0.000000  0.022671  0.00 0.00  4  rooms  0.000 1 1 0
49.39138 1.68156 -75.27757  0.017376 0.000000 0.000000  0.017376  0.00 0.00  11  rooms  0.000 1 1 0
49.45932 1.68156 -75.34236  0.085320 0.000000 0.000000  0.085320  0.00 0.00  6  rooms  0.000 1 1 0
49.39461 1.68156 -75.40715  0.020611 0.000000 0.000000  0.020611  0.00 0.00  5  rooms  0.000 1 1 0
49.47814 1.74485 -66.34933  0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
49.47814 1.74485 -66.40115  0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
49.47814 1.74485 -67.02316  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
49.47814 1.74485 -67.08794  0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
49.47814 1.74485 -67.80065  0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
49.47814 1.74485 -67.85248  0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
49.47814 1.74485 -68.43560  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
49.47814 1.74485 -68.48743  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
49.47814 1.74485 -68.59110  0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
49.47814 1.74485 -69.27789  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
49.47814 1.74485 -69.40747  0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
49.47814 1.74485 -70.01651  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
49.47814 1.74485 -70.05539  0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
49.47814 1.74485 -70.78105  0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
49.47814 1.74485 -71.45488  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
49.47814 1.74485 -72.34900  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
49.47814 1.74485 -73.02283  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
49.47814 1.74485 -73.08762  0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
49.47814 1.74485 -73.90399  0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
49.47814 1.74485 -74.52599  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
49.47814 1.74485 -75.34236  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
49.47814 1.74485 -75.40715  0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
49.41108 1.80813 -68.43560  0.037083 0.000000 0.000000  0.037083  0.00 0.00  7  rooms  0.000 1 1 0
37.43221 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
49.41108 1.80813 -69.96468  0.037083 0.000000 0.000000  0.037083  0.00 0.00  7  rooms  0.000 1 1 0
41.91999 1.80813 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  9  rooms  0.000 1 1 0
41.81240 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
49.41082 1.74485 -75.94934  0.036819 0.000000 -0.036819  0.052071  45.00 45.00  5  rooms  0.000 2 1 0
17.79393 1.74485 -71.57752  -0.104141 0.000003 0.000008  0.104141  0.02 0.00  6  rooms::mirUV  0.000 1 1 0
48.51333 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
17.86099 0.30738 -73.80515  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
48.45185 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
47.92931 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
47.86783 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
47.80635 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
46.42313 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
46.30018 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
45.57783 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
44.88622 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
44.85548 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
44.79401 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
44.04092 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
43.42616 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
43.36468 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
43.27246 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
42.61160 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
42.51938 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
41.91998 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
41.87388 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
48.54407 1.68156 -76.00549  0.000000 0.000000 -0.092964  0.092964  0.00 0.00  5  rooms  0.000 1 1 0
48.51333 1.68156 -76.00666  0.000000 0.000000 -0.094139  0.094139  0.00 0.00  5  rooms  0.000 1 1 0
46.97642 1.68156 -75.93195  0.000000 0.000000 -0.019432  0.019432  0.00 0.00  7  rooms  0.000 1 1 0
45.57784 1.68156 -75.94254  0.000000 0.000000 -0.030022  0.030022  0.00 0.00  9  rooms  0.000 1 1 0
45.53172 1.68156 -75.98078  0.000000 0.000000 -0.068260  0.068260  0.00 0.00  8  rooms  0.000 1 1 0
44.10240 1.68156 -75.92990  0.000000 0.000000 -0.017380  0.017380  0.00 0.00  11  rooms  0.000 1 1 0
44.04092 1.68156 -75.99784  0.000000 0.000000 -0.085320  0.085320  0.00 0.00  6  rooms  0.000 1 1 0
43.97945 1.68156 -75.93314  0.000000 0.000000 -0.020615  0.020615  0.00 0.00  5  rooms  0.000 1 1 0
42.61160 1.68156 -75.91372  0.000000 0.000000 -0.001198  0.001198  0.00 0.00  12  rooms  0.000 1 1 0
49.41603 0.30738 -75.95455  0.042027 0.000000 -0.042030  0.059437  45.00 45.00  7  rooms  0.000 2 1 0
