# mat  ax ay az  bx by bz  cx cy cz
floor::mirUV  10.00498 -0.00391 -18.83770  9.88444 -0.02273 -18.70510  9.73979 -0.02332 -18.70510
floor::mirUV  9.73979 -0.02332 -18.83770  9.59514 -0.02273 -18.70510  9.59514 -0.00391 -18.83770
floor::mirUV  9.73979 -0.02332 -18.83770  9.73979 -0.02332 -18.70510  9.59514 -0.02273 -18.70510
floor::mirUV  9.59514 -0.00391 -18.83770  9.59514 -0.02273 -18.70510  9.46255 -0.02273 -18.70510
floor::mirUV  9.59514 -0.00391 -18.83770  9.46255 -0.02273 -18.70510  9.35406 -0.02273 -18.70510
floor::mirUV  9.59514 -0.00391 -18.83770  9.35406 -0.02273 -18.70510  9.25763 -0.02273 -18.70510
floor::mirUV  9.59514 -0.00391 -18.83770  9.25763 -0.02273 -18.70510  8.65492 -0.00391 -18.83770
floor::mirUV  8.65492 -0.00391 -18.83770  9.25763 -0.02273 -18.70510  8.65491 -0.02273 -18.70510
floor::mirUV  8.65492 -0.00391 -18.83770  8.65491 -0.02273 -18.70510  8.54643 -0.01508 -18.83770
floor::mirUV  8.54643 -0.01508 -18.83770  8.65491 -0.02273 -18.70510  8.54643 -0.02273 -18.70510
floor::mirUV  8.54643 -0.01508 -18.83770  8.54643 -0.02273 -18.70510  8.44999 -0.00391 -18.83770
floor::mirUV  8.44999 -0.00391 -18.83770  8.54643 -0.02273 -18.70510  8.44999 -0.02273 -18.70510
floor::mirUV  8.44999 -0.00391 -18.83770  7.44950 -0.02273 -18.70510  7.44950 -0.00391 -18.83770
floor::mirUV  8.44999 -0.00391 -18.83770  8.44999 -0.02273 -18.70510  7.44950 -0.02273 -18.70510
floor::mirUV  7.44950 -0.00391 -18.83770  7.44950 -0.02273 -18.70510  7.31690 -0.02097 -18.83770
floor::mirUV  7.31690 -0.02097 -18.83770  7.44950 -0.02273 -18.70510  7.31690 -0.02273 -18.70510
floor::mirUV  7.31690 -0.02097 -18.83770  7.31690 -0.02273 -18.70510  7.30485 -0.02273 -18.70510
floor::mirUV  7.31690 -0.02097 -18.83770  7.30485 -0.02273 -18.70510  7.22047 -0.02273 -18.70510
floor::mirUV  7.31690 -0.02097 -18.83770  7.18430 -0.02273 -18.70510  7.18430 -0.00744 -18.83770
floor::mirUV  7.31690 -0.02097 -18.83770  7.22047 -0.02273 -18.70510  7.18430 -0.02273 -18.70510
floor::mirUV  7.18430 -0.00744 -18.83770  7.18430 -0.02273 -18.70510  7.07582 -0.02273 -18.70510
floor::mirUV  7.18430 -0.00744 -18.83770  7.07582 -0.02273 -18.70510  5.08687 -0.00391 -18.83770
floor::mirUV  5.08687 -0.00391 -18.83770  7.07582 -0.02273 -18.70510  5.08687 -0.02273 -18.70510
floor::mirUV  5.08687 -0.00391 -18.83770  5.08687 -0.02273 -18.70510  4.94222 -0.02567 -18.70510
floor::mirUV  5.08687 -0.00391 -18.83770  4.93017 -0.02567 -18.70510  4.93017 -0.02567 -18.83770
floor::mirUV  5.08687 -0.00391 -18.83770  4.94222 -0.02567 -18.70510  4.93017 -0.02567 -18.70510
floor::mirUV  4.93017 -0.02567 -18.83770  4.93017 -0.02567 -18.70510  4.85784 -0.02744 -18.70510
floor::mirUV  4.93017 -0.02567 -18.83770  4.85784 -0.02744 -18.70510  4.77346 -0.00391 -18.83770
floor::mirUV  4.77346 -0.00391 -18.83770  4.85784 -0.02744 -18.70510  4.77346 -0.02273 -18.70510
floor::mirUV  4.77346 -0.00391 -18.83770  4.77346 -0.02273 -18.70510  4.71319 -0.02273 -18.70510
floor::mirUV  4.77346 -0.00391 -18.83770  4.71319 -0.02273 -18.70510  3.77296 -0.00391 -18.83770
floor::mirUV  3.77296 -0.00391 -18.83770  4.71319 -0.02273 -18.70510  3.77296 -0.02273 -18.70510
floor::mirUV  3.77296 -0.00391 -18.83770  3.77296 -0.02273 -18.70510  3.66448 -0.01038 -18.83770
floor::mirUV  3.66448 -0.01038 -18.83770  3.77296 -0.02273 -18.70510  3.66448 -0.02273 -18.70510
floor::mirUV  3.66448 -0.01038 -18.83770  3.56804 -0.02273 -18.70510  3.56804 -0.00391 -18.83770
floor::mirUV  3.66448 -0.01038 -18.83770  3.66448 -0.02273 -18.70510  3.56804 -0.02273 -18.70510
floor::mirUV  3.56804 -0.00391 -18.83770  2.90506 -0.02273 -18.70510  2.90506 -0.00391 -18.83770
floor::mirUV  3.56804 -0.00391 -18.83770  3.56804 -0.02273 -18.70510  2.90506 -0.02273 -18.70510
floor::mirUV  2.90506 -0.00391 -18.83770  2.90506 -0.02273 -18.70510  2.76041 -0.00861 -18.83770
floor::mirUV  2.76041 -0.00861 -18.83770  2.90506 -0.02273 -18.70510  2.76041 -0.02273 -18.70510
floor::mirUV  2.76041 -0.00861 -18.83770  2.76041 -0.02273 -18.70510  2.67603 -0.00391 -18.83770
floor::mirUV  2.67603 -0.00391 -18.83770  2.76041 -0.02273 -18.70510  2.67603 -0.02273 -18.70510
floor::mirUV  2.67603 -0.00391 -18.83770  2.67603 -0.02273 -18.70510  2.61576 -0.00508 -18.83770
floor::mirUV  2.61576 -0.00508 -18.83770  2.67603 -0.02273 -18.70510  2.61576 -0.02273 -18.70510
floor::mirUV  2.61576 -0.00508 -18.83770  2.53138 -0.02273 -18.70510  2.53138 -0.00714 -18.83770
floor::mirUV  2.61576 -0.00508 -18.83770  2.61576 -0.02273 -18.70510  2.53138 -0.02273 -18.70510
floor::mirUV  2.53138 -0.00714 -18.83770  2.47111 -0.03685 -18.70510  2.47111 -0.03685 -18.83770
floor::mirUV  2.53138 -0.00714 -18.83770  2.53138 -0.02273 -18.70510  2.47111 -0.03685 -18.70510
floor::mirUV  2.47111 -0.03685 -18.83770  2.47111 -0.03685 -18.70510  2.33851 -0.02273 -18.70510
floor::mirUV  2.47111 -0.03685 -18.83770  2.21797 -0.02273 -18.70510  2.21797 -0.00391 -18.83770
floor::mirUV  2.47111 -0.03685 -18.83770  2.33851 -0.02273 -18.70510  2.21797 -0.02273 -18.70510
floor::mirUV  2.21797 -0.00391 -18.83770  2.21797 -0.02273 -18.70510  2.19386 -0.02273 -18.70510
floor::mirUV  2.21797 -0.00391 -18.83770  2.07332 -0.02273 -18.70510  2.07332 -0.00391 -18.83770
floor::mirUV  2.21797 -0.00391 -18.83770  2.19386 -0.02273 -18.70510  2.07332 -0.02273 -18.70510
floor::mirUV  10.00498 -0.02273 -18.70510  10.02909 -0.00361 -18.57251  9.88444 -0.02273 -18.70510
floor::mirUV  9.88444 -0.02273 -18.70510  10.02909 -0.00361 -18.57251  9.88444 -0.01714 -18.57251
floor::mirUV  9.88444 -0.02273 -18.70510  9.88444 -0.01714 -18.57251  9.73979 -0.02332 -18.70510
floor::mirUV  9.73979 -0.02332 -18.70510  9.88444 -0.01714 -18.57251  9.73979 -0.02332 -18.57251
floor::mirUV  9.73979 -0.02332 -18.70510  9.59514 -0.00273 -18.57251  9.59514 -0.02273 -18.70510
floor::mirUV  9.73979 -0.02332 -18.70510  9.73979 -0.02332 -18.57251  9.59514 -0.00273 -18.57251
floor::mirUV  9.59514 -0.02273 -18.70510  9.59514 -0.00273 -18.57251  9.46255 -0.02273 -18.70510
floor::mirUV  9.46255 -0.02273 -18.70510  9.59514 -0.00273 -18.57251  9.46255 -0.00273 -18.57251
floor::mirUV  9.46255 -0.02273 -18.70510  9.46255 -0.00273 -18.57251  9.35406 -0.02273 -18.70510
floor::mirUV  9.35406 -0.02273 -18.70510  9.46255 -0.00273 -18.57251  9.35406 -0.00567 -18.57251
floor::mirUV  9.35406 -0.02273 -18.70510  9.35406 -0.00567 -18.57251  9.25763 -0.02273 -18.70510
floor::mirUV  9.25763 -0.02273 -18.70510  9.35406 -0.00567 -18.57251  9.25763 -0.00273 -18.57251
floor::mirUV  9.25763 -0.02273 -18.70510  8.65491 -0.00273 -18.57251  8.65491 -0.02273 -18.70510
floor::mirUV  9.25763 -0.02273 -18.70510  9.25763 -0.00273 -18.57251  8.65491 -0.00273 -18.57251
floor::mirUV  8.65491 -0.02273 -18.70510  8.65491 -0.00273 -18.57251  8.54643 -0.02273 -18.70510
floor::mirUV  8.54643 -0.02273 -18.70510  8.65491 -0.00273 -18.57251  8.54643 -0.01508 -18.57251
floor::mirUV  8.54643 -0.02273 -18.70510  8.44999 -0.00273 -18.57251  8.44999 -0.02273 -18.70510
floor::mirUV  8.54643 -0.02273 -18.70510  8.54643 -0.01508 -18.57251  8.44999 -0.00273 -18.57251
floor::mirUV  8.44999 -0.02273 -18.70510  7.44950 -0.00273 -18.57251  7.44950 -0.02273 -18.70510
floor::mirUV  8.44999 -0.02273 -18.70510  8.44999 -0.00273 -18.57251  7.44950 -0.00273 -18.57251
floor::mirUV  7.44950 -0.02273 -18.70510  7.44950 -0.00273 -18.57251  7.31690 -0.02273 -18.70510
floor::mirUV  7.31690 -0.02273 -18.70510  7.44950 -0.00273 -18.57251  7.30485 -0.02273 -18.70510
floor::mirUV  7.30485 -0.02273 -18.70510  7.44950 -0.00273 -18.57251  7.30485 -0.02097 -18.57251
floor::mirUV  7.30485 -0.02273 -18.70510  7.30485 -0.02097 -18.57251  7.22047 -0.02273 -18.70510
floor::mirUV  7.22047 -0.02273 -18.70510  7.30485 -0.02097 -18.57251  7.22047 -0.00744 -18.57251
floor::mirUV  7.22047 -0.02273 -18.70510  7.22047 -0.00744 -18.57251  7.18430 -0.02273 -18.70510
floor::mirUV  7.18430 -0.02273 -18.70510  7.07582 -0.00273 -18.57251  7.07582 -0.02273 -18.70510
floor::mirUV  7.18430 -0.02273 -18.70510  7.22047 -0.00744 -18.57251  7.07582 -0.00273 -18.57251
floor::mirUV  7.07582 -0.02273 -18.70510  7.07582 -0.00273 -18.57251  5.08687 -0.02273 -18.70510
floor::mirUV  5.08687 -0.02273 -18.70510  7.07582 -0.00273 -18.57251  5.08687 -0.00273 -18.57251
floor::mirUV  5.08687 -0.02273 -18.70510  4.94222 -0.02567 -18.57251  4.94222 -0.02567 -18.70510
floor::mirUV  5.08687 -0.02273 -18.70510  5.08687 -0.00273 -18.57251  4.94222 -0.02567 -18.57251
floor::mirUV  4.94222 -0.02567 -18.70510  4.94222 -0.02567 -18.57251  4.93017 -0.02567 -18.70510
floor::mirUV  4.93017 -0.02567 -18.70510  4.94222 -0.02567 -18.57251  4.85784 -0.02744 -18.70510
floor::mirUV  4.85784 -0.02744 -18.70510  4.94222 -0.02567 -18.57251  4.85784 -0.02744 -18.57251
floor::mirUV  4.85784 -0.02744 -18.70510  4.85784 -0.02744 -18.57251  4.77346 -0.02273 -18.70510
floor::mirUV  4.77346 -0.02273 -18.70510  4.85784 -0.02744 -18.57251  4.71319 -0.02273 -18.70510
floor::mirUV  4.71319 -0.02273 -18.70510  4.85784 -0.02744 -18.57251  4.71319 -0.00273 -18.57251
floor::mirUV  4.71319 -0.02273 -18.70510  4.71319 -0.00273 -18.57251  3.77296 -0.02273 -18.70510
floor::mirUV  3.77296 -0.02273 -18.70510  4.71319 -0.00273 -18.57251  3.66448 -0.02273 -18.70510
floor::mirUV  3.66448 -0.02273 -18.70510  4.71319 -0.00273 -18.57251  3.56804 -0.02273 -18.70510
floor::mirUV  3.56804 -0.02273 -18.70510  4.71319 -0.00273 -18.57251  2.90506 -0.02273 -18.70510
floor::mirUV  2.90506 -0.02273 -18.70510  4.71319 -0.00273 -18.57251  2.76041 -0.02273 -18.70510
floor::mirUV  2.76041 -0.02273 -18.70510  4.71319 -0.00273 -18.57251  2.67603 -0.02273 -18.70510
floor::mirUV  2.67603 -0.02273 -18.70510  2.61576 -0.00508 -18.57251  2.61576 -0.02273 -18.70510
floor::mirUV  2.67603 -0.02273 -18.70510  4.71319 -0.00273 -18.57251  2.61576 -0.00508 -18.57251
floor::mirUV  2.61576 -0.02273 -18.70510  2.61576 -0.00508 -18.57251  2.53138 -0.02273 -18.70510
floor::mirUV  2.53138 -0.02273 -18.70510  2.47111 -0.03685 -18.57251  2.47111 -0.03685 -18.70510
floor::mirUV  2.53138 -0.02273 -18.70510  2.61576 -0.00508 -18.57251  2.47111 -0.03685 -18.57251
floor::mirUV  2.47111 -0.03685 -18.70510  2.47111 -0.03685 -18.57251  2.33851 -0.02273 -18.70510
floor::mirUV  2.33851 -0.02273 -18.70510  2.47111 -0.03685 -18.57251  2.33852 -0.01244 -18.57251
floor::mirUV  2.33851 -0.02273 -18.70510  2.33852 -0.01244 -18.57251  2.21797 -0.02273 -18.70510
floor::mirUV  2.21797 -0.02273 -18.70510  2.19386 -0.00303 -18.57251  2.19386 -0.02273 -18.70510
floor::mirUV  2.21797 -0.02273 -18.70510  2.33852 -0.01244 -18.57251  2.19386 -0.00303 -18.57251
floor::mirUV  2.19386 -0.02273 -18.70510  2.19386 -0.00303 -18.57251  2.07332 -0.02273 -18.70510
floor::mirUV  10.02909 -0.00361 -18.57251  9.88444 -0.01714 -18.51525  9.88444 -0.01714 -18.57251
floor::mirUV  9.88444 -0.01714 -18.57251  9.88444 -0.01714 -18.51525  9.73979 -0.02332 -18.57251
floor::mirUV  9.88444 -0.01714 -18.51525  9.86034 -0.01714 -18.51525  9.73979 -0.02332 -18.57251
floor::mirUV  9.73979 -0.02332 -18.57251  9.59514 0.00197 -18.51525  9.59514 -0.00273 -18.57251
floor::mirUV  9.73979 -0.01479 -18.51525  9.71568 -0.01479 -18.51525  9.73979 -0.02332 -18.57251
floor::mirUV  9.59514 -0.00273 -18.57251  9.59514 0.00197 -18.51525  9.46255 -0.00273 -18.57251
floor::mirUV  9.59514 0.00197 -18.51525  9.57103 0.00197 -18.51525  9.46255 -0.00273 -18.57251
floor::mirUV  9.46255 -0.00273 -18.57251  9.46255 0.00697 -18.51525  9.35406 -0.00567 -18.57251
floor::mirUV  9.46255 0.00697 -18.51525  9.42638 0.00697 -18.51525  9.35406 -0.00567 -18.57251
floor::mirUV  9.35406 -0.00567 -18.57251  9.35406 -0.00567 -18.51525  9.25763 -0.00273 -18.57251
floor::mirUV  9.35406 -0.00567 -18.51525  9.32995 -0.00567 -18.51525  9.25763 -0.00273 -18.57251
floor::mirUV  9.25763 -0.00273 -18.57251  9.25763 0.00227 -18.51525  8.65491 -0.00273 -18.57251
floor::mirUV  9.25763 0.00227 -18.51525  9.23352 0.00227 -18.51525  8.65491 -0.00273 -18.57251
floor::mirUV  8.65491 -0.00273 -18.57251  8.54643 -0.01508 -18.51525  8.54643 -0.01508 -18.57251
floor::mirUV  8.65491 -0.00126 -18.51525  8.63081 -0.00126 -18.51525  8.65491 -0.00273 -18.57251
floor::mirUV  8.54643 -0.01508 -18.57251  8.54643 -0.01508 -18.51525  8.44999 -0.00273 -18.57251
floor::mirUV  8.54643 -0.01508 -18.51525  8.52232 -0.01508 -18.51525  8.44999 -0.00273 -18.57251
floor::mirUV  8.44999 -0.00273 -18.57251  7.44950 0.00374 -18.51525  7.44950 -0.00273 -18.57251
floor::mirUV  8.44999 -0.00244 -18.51525  8.42589 -0.00244 -18.51525  8.44999 -0.00273 -18.57251
floor::mirUV  7.44950 -0.00273 -18.57251  7.44950 0.00374 -18.51525  7.30485 -0.02097 -18.57251
floor::mirUV  7.44950 0.00374 -18.51525  7.42539 0.00374 -18.51525  7.30485 -0.02097 -18.57251
floor::mirUV  7.30485 -0.02097 -18.57251  7.30484 -0.02097 -18.51525  7.22047 -0.00744 -18.57251
floor::mirUV  7.30484 -0.02097 -18.51525  7.28074 -0.02097 -18.51525  7.22047 -0.00744 -18.57251
floor::mirUV  7.22047 -0.00744 -18.57251  7.22047 -0.00744 -18.51525  7.07582 -0.00273 -18.57251
floor::mirUV  7.22047 -0.00744 -18.51525  7.19636 -0.00744 -18.51525  7.07582 -0.00273 -18.57251
floor::mirUV  7.07582 -0.00273 -18.57251  5.08687 0.00050 -18.51525  5.08687 -0.00273 -18.57251
floor::mirUV  7.07582 0.00021 -18.51525  7.05171 0.00021 -18.51525  7.07582 -0.00273 -18.57251
floor::mirUV  5.08687 -0.00273 -18.57251  4.94222 -0.02067 -18.51525  4.94222 -0.02567 -18.57251
floor::mirUV  5.08687 0.00050 -18.51525  5.07482 0.00050 -18.51525  5.08687 -0.00273 -18.57251
floor::mirUV  4.94222 -0.02567 -18.57251  4.94222 -0.02067 -18.51525  4.85784 -0.02744 -18.57251
floor::mirUV  4.94222 -0.02067 -18.51525  4.93017 -0.02067 -18.51525  4.85784 -0.02744 -18.57251
floor::mirUV  4.85784 -0.02744 -18.57251  4.71319 -0.00038 -18.51525  4.71319 -0.00273 -18.57251
floor::mirUV  4.85784 -0.02744 -18.51525  4.84579 -0.02744 -18.51525  4.85784 -0.02744 -18.57251
floor::mirUV  4.71319 -0.00273 -18.57251  2.61576 0.00727 -18.51525  2.61576 -0.00508 -18.57251
floor::mirUV  4.71319 -0.00038 -18.51525  4.70114 -0.00038 -18.51525  4.71319 -0.00273 -18.57251
floor::mirUV  2.61576 -0.00508 -18.57251  2.61576 0.00727 -18.51525  2.47111 -0.03685 -18.57251
floor::mirUV  2.61576 0.00727 -18.51525  2.60371 0.00727 -18.51525  2.47111 -0.03685 -18.57251
floor::mirUV  2.47111 -0.03685 -18.57251  2.47111 -0.03685 -18.51525  2.33852 -0.01244 -18.57251
floor::mirUV  2.47111 -0.03685 -18.51525  2.45906 -0.03685 -18.51525  2.33852 -0.01244 -18.57251
floor::mirUV  2.33852 -0.01244 -18.57251  2.33851 -0.01244 -18.51525  2.19386 -0.00303 -18.57251
floor::mirUV  2.33851 -0.01244 -18.51525  2.31441 -0.01244 -18.51525  2.19386 -0.00303 -18.57251
floor::mirUV  2.19386 0.00021 -18.51525  2.16976 0.00021 -18.51525  2.19386 -0.00303 -18.57251
floor::mirUV  2.29030 -0.00038 -15.05359  2.41084 -0.02156 -16.02184  2.41084 -0.02979 -15.05359
floor::mirUV  2.29030 -0.00038 -15.05359  2.29030 -0.00008 -16.02184  2.41084 -0.02156 -16.02184
floor::mirUV  2.41084 -0.02979 -15.05359  2.54344 -0.00008 -16.02184  2.54344 -0.00038 -15.05358
floor::mirUV  2.41084 -0.02979 -15.05359  2.41084 -0.02156 -16.02184  2.54344 -0.00008 -16.02184
floor::mirUV  2.54344 -0.00038 -15.05358  2.54344 -0.00008 -16.02184  3.54393 -0.00038 -15.05359
floor::mirUV  3.54393 -0.00038 -15.05359  2.54344 -0.00008 -16.02184  3.54393 -0.00008 -16.02184
floor::mirUV  3.54393 -0.00038 -15.05359  3.70064 -0.01861 -16.02184  3.70064 -0.01861 -15.05359
floor::mirUV  3.54393 -0.00038 -15.05359  3.54393 -0.00008 -16.02184  3.70064 -0.01861 -16.02184
floor::mirUV  3.70064 -0.01861 -15.05359  3.70064 -0.01861 -16.02184  3.86940 -0.00038 -15.05359
floor::mirUV  3.86940 -0.00038 -15.05359  3.70064 -0.01861 -16.02184  3.86940 -0.00038 -16.02184
floor::mirUV  3.86940 -0.00038 -15.05359  3.86940 -0.00038 -16.02184  4.74935 -0.00038 -15.05359
floor::mirUV  4.74935 -0.00038 -15.05359  3.86940 -0.00038 -16.02184  4.74935 -0.00008 -16.02184
floor::mirUV  4.74935 -0.00038 -15.05359  4.88195 -0.01979 -16.02184  4.88195 -0.01979 -15.05358
floor::mirUV  4.74935 -0.00038 -15.05359  4.74935 -0.00008 -16.02184  4.88195 -0.01979 -16.02184
floor::mirUV  4.88195 -0.01979 -15.05358  4.88195 -0.01979 -16.02184  5.01455 -0.00038 -15.05359
floor::mirUV  5.01455 -0.00038 -15.05359  4.88195 -0.01979 -16.02184  5.01455 -0.00008 -16.02184
floor::mirUV  5.01455 -0.00038 -15.05359  5.95477 -0.00185 -16.02184  5.95477 -0.00185 -15.05359
floor::mirUV  5.01455 -0.00038 -15.05359  5.01455 -0.00008 -16.02184  5.95477 -0.00185 -16.02184
floor::mirUV  5.95477 -0.00185 -15.05359  5.95477 -0.00185 -16.02184  6.11148 -0.02097 -15.05358
floor::mirUV  6.11148 -0.02097 -15.05358  5.95477 -0.00185 -16.02184  6.11148 -0.02097 -16.02184
floor::mirUV  6.11148 -0.02097 -15.05358  6.28024 -0.00185 -16.02184  6.28024 -0.00185 -15.05359
floor::mirUV  6.11148 -0.02097 -15.05358  6.11148 -0.02097 -16.02184  6.28024 -0.00185 -16.02184
floor::mirUV  6.28024 -0.00185 -15.05359  7.22047 -0.00008 -16.02184  7.22046 -0.00038 -15.05359
floor::mirUV  6.28024 -0.00185 -15.05359  6.28024 -0.00185 -16.02184  7.22047 -0.00008 -16.02184
floor::mirUV  7.22046 -0.00038 -15.05359  7.22047 -0.00008 -16.02184  7.37717 -0.02332 -15.05358
floor::mirUV  7.37717 -0.02332 -15.05358  7.22047 -0.00008 -16.02184  7.37717 -0.02332 -16.02184
floor::mirUV  7.37717 -0.02332 -15.05358  7.37717 -0.02332 -16.02184  7.53387 -0.00391 -15.05359
floor::mirUV  7.53387 -0.00391 -15.05359  7.37717 -0.02332 -16.02184  7.53387 -0.00391 -16.02184
floor::mirUV  7.53387 -0.00391 -15.05359  9.52282 -0.00391 -16.02184  9.52282 -0.00391 -15.05359
floor::mirUV  7.53387 -0.00391 -15.05359  7.53387 -0.00391 -16.02184  9.52282 -0.00391 -16.02184
floor::mirUV  9.52282 -0.00391 -15.05359  9.65541 -0.00744 -16.02184  9.65541 -0.00744 -15.05358
floor::mirUV  9.52282 -0.00391 -15.05359  9.52282 -0.00391 -16.02184  9.65541 -0.00744 -16.02184
floor::mirUV  9.65541 -0.00744 -15.05358  9.65541 -0.00744 -16.02184  10.08937 -0.00332 -15.05359
floor::mirUV  10.08937 -0.00332 -15.05359  9.65541 -0.00744 -16.02184  10.08937 -0.00332 -16.02184
floor::mirUV  2.29030 -0.00008 -16.02184  2.41084 -0.02920 -16.18638  2.41084 -0.02156 -16.02184
floor::mirUV  2.29030 -0.00008 -16.02184  2.29030 -0.02920 -16.18638  2.41084 -0.02920 -16.18638
floor::mirUV  2.41084 -0.02156 -16.02184  2.41084 -0.02920 -16.18638  2.43495 -0.03273 -16.18638
floor::mirUV  2.41084 -0.02156 -16.02184  2.43495 -0.03273 -16.18638  2.51933 -0.02920 -16.18638
floor::mirUV  2.41084 -0.02156 -16.02184  2.54344 -0.02920 -16.18638  2.54344 -0.00008 -16.02184
floor::mirUV  2.41084 -0.02156 -16.02184  2.51933 -0.02920 -16.18638  2.54344 -0.02920 -16.18638
floor::mirUV  2.54344 -0.00008 -16.02184  2.54344 -0.02920 -16.18638  2.66398 -0.02920 -16.18638
floor::mirUV  2.54344 -0.00008 -16.02184  2.66398 -0.02920 -16.18638  3.54393 -0.00008 -16.02184
floor::mirUV  3.54393 -0.00008 -16.02184  2.66398 -0.02920 -16.18638  3.54393 -0.02920 -16.18638
floor::mirUV  3.54393 -0.00008 -16.02184  3.54393 -0.02920 -16.18638  3.65242 -0.02920 -16.18638
floor::mirUV  3.54393 -0.00008 -16.02184  3.70064 -0.02920 -16.18638  3.70064 -0.01861 -16.02184
floor::mirUV  3.54393 -0.00008 -16.02184  3.65242 -0.02920 -16.18638  3.70064 -0.02920 -16.18638
floor::mirUV  3.70064 -0.01861 -16.02184  3.70064 -0.02920 -16.18638  3.74886 -0.02920 -16.18638
floor::mirUV  3.70064 -0.01861 -16.02184  3.74886 -0.02920 -16.18638  3.86940 -0.00038 -16.02184
floor::mirUV  3.86940 -0.00038 -16.02184  3.74886 -0.02920 -16.18638  3.86940 -0.02920 -16.18638
floor::mirUV  3.86940 -0.00038 -16.02184  3.86940 -0.02920 -16.18638  4.58060 -0.02920 -16.18638
floor::mirUV  3.86940 -0.00038 -16.02184  4.58060 -0.02920 -16.18638  4.67703 -0.02920 -16.18638
floor::mirUV  3.86940 -0.00038 -16.02184  4.67703 -0.02920 -16.18638  4.70114 -0.02920 -16.18638
floor::mirUV  3.86940 -0.00038 -16.02184  4.70114 -0.02920 -16.18638  4.74935 -0.00008 -16.02184
floor::mirUV  4.74935 -0.00008 -16.02184  4.70114 -0.02920 -16.18638  4.74935 -0.02920 -16.18638
floor::mirUV  4.74935 -0.00008 -16.02184  4.74935 -0.02920 -16.18638  4.78552 -0.02920 -16.18638
floor::mirUV  4.74935 -0.00008 -16.02184  4.78552 -0.02920 -16.18638  4.85784 -0.04097 -16.18638
floor::mirUV  4.74935 -0.00008 -16.02184  4.85784 -0.04097 -16.18638  4.88195 -0.01979 -16.02184
floor::mirUV  4.88195 -0.01979 -16.02184  4.85784 -0.04097 -16.18638  4.88195 -0.04097 -16.18638
floor::mirUV  4.88195 -0.01979 -16.02184  4.88195 -0.04097 -16.18638  5.01455 -0.00008 -16.02184
floor::mirUV  5.01455 -0.00008 -16.02184  4.88195 -0.04097 -16.18638  5.01455 -0.02920 -16.18638
floor::mirUV  5.01455 -0.00008 -16.02184  5.01455 -0.02920 -16.18638  5.84629 -0.02920 -16.18638
floor::mirUV  5.01455 -0.00008 -16.02184  5.84629 -0.02920 -16.18638  5.94272 -0.02920 -16.18638
floor::mirUV  5.01455 -0.00008 -16.02184  5.94272 -0.02920 -16.18638  5.95477 -0.00185 -16.02184
floor::mirUV  5.95477 -0.00185 -16.02184  5.94272 -0.02920 -16.18638  5.95477 -0.02920 -16.18638
floor::mirUV  5.95477 -0.00185 -16.02184  5.95477 -0.02920 -16.18638  6.03915 -0.02920 -16.18638
floor::mirUV  5.95477 -0.00185 -16.02184  6.11148 -0.02920 -16.18638  6.11148 -0.02097 -16.02184
floor::mirUV  5.95477 -0.00185 -16.02184  6.03915 -0.02920 -16.18638  6.11148 -0.02920 -16.18638
floor::mirUV  6.11148 -0.02097 -16.02184  6.11148 -0.02920 -16.18638  6.28024 -0.00185 -16.02184
floor::mirUV  6.28024 -0.00185 -16.02184  6.11148 -0.02920 -16.18638  6.28024 -0.02920 -16.18638
floor::mirUV  6.28024 -0.00185 -16.02184  6.28024 -0.02920 -16.18638  7.11198 -0.02920 -16.18638
floor::mirUV  6.28024 -0.00185 -16.02184  7.11198 -0.02920 -16.18638  7.22047 -0.00008 -16.02184
floor::mirUV  7.22047 -0.00008 -16.02184  7.11198 -0.02920 -16.18638  7.22047 -0.02920 -16.18638
floor::mirUV  7.22047 -0.00008 -16.02184  7.22047 -0.02920 -16.18638  7.24457 -0.02920 -16.18638
floor::mirUV  7.22047 -0.00008 -16.02184  7.24457 -0.02920 -16.18638  7.34101 -0.02920 -16.18638
floor::mirUV  7.22047 -0.00008 -16.02184  7.37717 -0.02920 -16.18638  7.37717 -0.02332 -16.02184
floor::mirUV  7.22047 -0.00008 -16.02184  7.34101 -0.02920 -16.18638  7.37717 -0.02920 -16.18638
floor::mirUV  7.37717 -0.02332 -16.02184  7.37717 -0.02920 -16.18638  7.48566 -0.02920 -16.18638
